,contact_time,day,id1,id2
15707,156120,24,15,54
15708,156140,24,15,70
15709,156140,24,45,9
15710,156140,24,39,3
15711,156160,24,68,2
15712,156160,24,34,14
15713,156160,24,39,3
15714,156160,24,12,81
15715,156160,24,15,70
15716,156180,24,12,81
15717,156180,24,4,84
15718,156180,24,54,70
15719,156180,24,15,70
15720,156180,24,81,52
15721,156200,24,39,3
15722,156200,24,63,15
15723,156200,24,45,9
15724,156200,24,81,52
15725,156220,24,4,84
15726,156220,24,12,81
15727,156220,24,28,36
15728,156220,24,45,9
15729,156240,24,45,9
15730,156240,24,12,81
15731,156240,24,39,3
15732,156260,24,34,14
15733,156260,24,39,3
15734,156280,24,39,3
15735,156280,24,34,14
15736,156280,24,54,70
15737,156280,24,4,84
15738,156300,24,12,81
15739,156320,24,45,9
15740,156320,24,28,36
15741,156320,24,12,81
15742,156320,24,39,3
15743,156340,24,39,3
15744,156340,24,34,14
15745,156360,24,54,70
15746,156380,24,68,2
15747,156380,24,54,70
15748,156380,24,45,9
15749,156400,24,68,2
15750,156400,24,45,9
15751,156420,24,12,81
15752,156420,24,34,14
15753,156420,24,81,52
15754,156460,24,34,14
15755,156460,24,45,9
15756,156480,24,63,54
15757,156480,24,39,3
15758,156480,24,34,14
15759,156500,24,34,14
15760,156500,24,15,54
15761,156500,24,39,3
15762,156520,24,34,14
15763,156520,24,39,3
15764,156520,24,12,81
15765,156540,24,45,9
15766,156540,24,34,14
15767,156540,24,12,81
15768,156560,24,34,14
15769,156560,24,12,81
15770,156580,24,15,54
15771,156580,24,45,9
15772,156600,24,34,14
15773,156600,24,45,9
15774,156620,24,34,14
15775,156620,24,15,54
15776,156640,24,26,21
15777,156640,24,39,3
15778,156660,24,26,21
15779,156660,24,81,52
15780,156660,24,45,9
15781,156680,24,45,9
15782,156700,24,15,54
15783,156720,24,45,9
15784,156720,24,12,81
15785,156740,24,45,9
15786,156740,24,15,54
15787,156740,24,46,21
15788,156760,24,12,81
15789,156780,24,15,54
15790,156780,24,32,22
15791,156780,24,12,81
15792,156800,24,45,9
15793,156800,24,15,54
15794,156820,24,65,37
15795,156820,24,32,22
15796,156840,24,45,9
15797,156840,24,65,37
15798,156840,24,12,81
15799,156860,24,32,22
15800,156860,24,45,9
15801,156860,24,12,81
15802,156880,24,32,22
15803,156880,24,12,81
15804,156900,24,15,70
15805,156900,24,15,54
15806,156900,24,12,81
15807,156900,24,32,22
15808,156920,24,15,54
15809,156920,24,32,22
15810,156940,24,15,54
15811,156940,24,32,22
15812,156960,24,32,22
15813,156980,24,15,70
15814,156980,24,54,70
15815,156980,24,15,54
15816,156980,24,32,22
15817,156980,24,45,9
15818,157000,24,19,75
15819,157000,24,15,54
15820,157000,24,32,22
15821,157020,24,32,22
15822,157020,24,45,9
15823,157040,24,63,15
15824,157040,24,32,22
15825,157040,24,57,2
15826,157060,24,32,22
15827,157060,24,45,9
15828,157060,24,57,2
15829,157060,24,63,15
15830,157080,24,32,22
15831,157080,24,12,81
15832,157080,24,57,2
15833,157080,24,63,15
15834,157100,24,45,9
15835,157100,24,81,52
15836,157120,24,81,52
15837,157120,24,45,9
15838,157140,24,45,9
15839,157140,24,46,21
15840,157160,24,15,54
15841,157180,24,45,9
15842,157180,24,81,52
15843,157200,24,45,9
15844,157200,24,81,52
15845,157200,24,63,15
15846,157200,24,32,22
15847,157220,24,32,22
15848,157220,24,45,9
15849,157240,24,32,22
15850,157260,24,28,36
15851,157260,24,45,9
15852,157280,24,32,22
15853,157300,24,32,22
15854,157300,24,15,70
15855,157320,24,15,70
15856,157340,24,45,9
15857,157340,24,32,22
15858,157360,24,32,22
15859,157380,24,32,22
15860,157380,24,63,15
15861,157400,24,82,60
15862,157400,24,81,52
15863,157400,24,32,22
15864,157400,24,63,15
15865,157400,24,45,9
15866,157400,24,57,2
15867,157420,24,45,9
15868,157420,24,82,60
15869,157420,24,81,52
15870,157440,24,45,9
15871,157440,24,82,60
15872,157440,24,57,2
15873,157440,24,81,52
15874,157460,24,82,60
15875,157460,24,57,2
15876,157480,24,57,2
15877,157480,24,82,60
15878,157480,24,45,9
15879,157500,24,57,2
15880,157500,24,82,60
15881,157500,24,61,7
15882,157500,24,32,22
15883,157520,24,45,9
15884,157540,24,32,22
15885,157540,24,61,7
15886,157560,24,32,22
15887,157560,24,81,52
15888,157580,24,45,9
15889,157580,24,81,52
15890,157580,24,32,22
15891,157580,24,26,21
15892,157580,24,82,60
15893,157600,24,32,22
15894,157620,24,15,54
15895,157620,24,45,9
15896,157640,24,63,54
15897,157640,24,32,22
15898,157640,24,82,60
15899,157660,24,32,22
15900,157660,24,63,54
15901,157660,24,82,60
15902,157660,24,45,9
15903,157680,24,15,70
15904,157680,24,45,9
15905,157680,24,63,54
15906,157700,24,45,9
15907,157700,24,81,52
15908,157700,24,32,22
15909,157700,24,15,70
15910,157720,24,15,54
15911,157720,24,15,70
15912,157720,24,32,22
15913,157740,24,15,54
15914,157740,24,82,60
15915,157740,24,32,22
15916,157760,24,81,52
15917,157760,24,15,54
15918,157760,24,32,22
15919,157760,24,45,9
15920,157780,24,15,54
15921,157780,24,45,9
15922,157780,24,32,22
15923,157800,24,15,54
15924,157800,24,24,84
15925,157800,24,32,22
15926,157800,24,45,9
15927,157840,24,32,22
15928,157840,24,82,60
15929,157840,24,39,3
15930,157860,24,39,3
15931,157860,24,45,9
15932,157860,24,32,22
15933,157880,24,82,60
15934,157880,24,15,70
15935,157880,24,39,3
15936,157900,24,39,3
15937,157900,24,15,70
15938,157900,24,82,60
15939,157920,24,15,70
15940,157920,24,39,3
15941,157920,24,82,60
15942,157920,24,32,22
15943,157940,24,82,60
15944,157940,24,1,33
15945,157940,24,15,70
15946,157940,24,32,22
15947,157960,24,15,70
15948,157960,24,1,33
15949,157960,24,32,22
15950,157980,24,15,70
15951,157980,24,32,22
15952,157980,24,82,60
15953,157980,24,16,42
15954,158000,24,82,60
15955,158000,24,16,42
15956,158020,24,82,60
15957,158020,24,45,9
15958,158020,24,16,42
15959,158040,24,15,70
15960,158040,24,16,42
15961,158040,24,82,60
15962,158060,24,32,22
15963,158060,24,82,60
15964,158060,24,16,42
15965,158060,24,45,9
15966,158080,24,82,60
15967,158080,24,45,9
15968,158080,24,81,52
15969,158100,24,32,22
15970,158100,24,45,9
15971,158100,24,81,52
15972,158100,24,15,70
15973,158120,24,81,52
15974,158120,24,32,22
15975,158120,24,15,70
15976,158140,24,15,70
15977,158140,24,81,52
15978,158140,24,46,21
15979,158140,24,32,22
15980,158160,24,81,52
15981,158160,24,32,22
15982,158160,24,15,70
15983,158180,24,15,70
15984,158180,24,32,22
15985,158180,24,82,60
15986,158200,24,82,60
15987,158200,24,32,22
15988,158200,24,15,70
15989,158200,24,81,52
15990,158220,24,45,9
15991,158220,24,82,60
15992,158220,24,81,52
15993,158220,24,15,70
15994,158240,24,45,9
15995,158240,24,15,70
15996,158240,24,46,21
15997,158240,24,63,15
15998,158240,24,81,52
15999,158240,24,63,70
16000,158240,24,82,60
16001,158260,24,26,21
16002,158260,24,82,60
16003,158260,24,81,52
16004,158260,24,45,9
16005,158280,24,81,52
16006,158280,24,26,21
16007,158280,24,54,70
16008,158280,24,15,54
16009,158280,24,32,22
16010,158280,24,15,70
16011,158300,24,81,52
16012,158300,24,32,22
16013,158300,24,26,21
16014,158320,24,32,22
16015,158320,24,39,3
16016,158320,24,81,52
16017,158320,24,16,42
16018,158340,24,32,22
16019,158340,24,81,52
16020,158360,24,32,22
16021,158360,24,45,9
16022,158360,24,81,52
16023,158380,24,63,54
16024,158380,24,81,52
16025,158380,24,82,60
16026,158400,24,32,22
16027,158400,24,39,3
16028,158420,24,39,3
16029,158420,24,32,22
16030,158420,24,82,60
16031,158420,24,12,81
16032,158440,24,82,60
16033,158440,24,32,22
16034,158460,24,45,9
16035,158460,24,39,3
16036,158480,24,39,3
16037,158500,24,78,38
16038,158500,24,39,3
16039,158500,24,45,9
16040,158520,24,39,3
16041,158520,24,32,22
16042,158520,24,81,52
16043,158540,24,39,3
16044,158540,24,12,81
16045,158540,24,82,60
16046,158560,24,45,9
16047,158560,24,12,52
16048,158560,24,18,59
16049,158560,24,81,52
16050,158560,24,32,22
16051,158560,24,39,3
16052,158580,24,63,54
16053,158580,24,18,59
16054,158580,24,32,22
16055,158580,24,39,3
16056,158600,24,45,9
16057,158600,24,81,52
16058,158600,24,32,22
16059,158600,24,39,3
16060,158600,24,82,60
16061,158620,24,32,22
16062,158620,24,81,52
16063,158620,24,39,3
16064,158620,24,45,9
16065,158640,24,39,3
16066,158640,24,82,60
16067,158640,24,18,59
16068,158660,24,82,60
16069,158660,24,32,22
16070,158660,24,39,3
16071,158680,24,39,3
16072,158700,24,81,52
16073,158700,24,45,9
16074,158720,24,39,3
16075,158720,24,82,60
16076,158720,24,12,81
16077,158720,24,81,52
16078,158740,24,32,22
16079,158740,24,39,3
16080,158740,24,12,81
16081,158740,24,81,52
16082,158760,24,12,81
16083,158760,24,32,22
16084,158760,24,39,3
16085,158760,24,45,9
16086,158780,24,45,9
16087,158800,24,39,3
16088,158800,24,12,81
16089,158800,24,45,9
16090,158800,24,32,22
16091,158800,24,57,2
16092,158820,24,57,2
16093,158820,24,32,22
16094,158820,24,45,9
16095,158840,24,32,22
16096,158840,24,28,36
16097,158840,24,57,2
16098,158860,24,32,22
16099,158860,24,57,2
16100,158860,24,39,3
16101,158880,24,82,60
16102,158880,24,32,22
16103,158900,24,82,60
16104,158900,24,45,9
16105,158900,24,32,22
16106,158920,24,61,76
16107,158920,24,82,60
16108,158920,24,81,52
16109,158920,24,39,3
16110,158940,24,39,3
16111,158940,24,32,22
16112,158940,24,82,60
16113,158940,24,81,52
16114,158940,24,45,9
16115,158960,24,81,52
16116,158960,24,45,9
16117,158960,24,82,60
16118,158960,24,32,22
16119,158980,24,12,81
16120,158980,24,82,60
16121,158980,24,81,52
16122,158980,24,32,22
16123,159000,24,32,22
16124,159000,24,82,60
16125,159020,24,82,60
16126,159020,24,65,37
16127,159020,24,45,9
16128,159040,24,82,60
16129,159040,24,32,22
16130,159040,24,45,9
16131,159060,24,45,9
16132,159060,24,82,60
16133,159060,24,32,22
16134,159080,24,32,22
16135,159080,24,45,9
16136,159080,24,82,60
16137,159080,24,81,52
16138,159080,24,28,36
16139,159100,24,82,60
16140,159100,24,28,36
16141,159100,24,32,22
16142,159120,24,82,60
16143,159120,24,81,52
16144,159120,24,32,22
16145,159140,24,28,36
16146,159140,24,81,52
16147,159140,24,82,60
16148,159140,24,32,22
16149,159160,24,82,60
16150,159160,24,32,22
16151,159160,24,81,52
16152,159160,24,39,3
16153,159180,24,32,22
16154,159180,24,45,9
16155,159180,24,81,52
16156,159180,24,82,60
16157,159180,24,39,3
16158,159200,24,45,9
16159,159200,24,32,22
16160,159200,24,82,60
16161,159220,24,32,22
16162,159220,24,45,9
16163,159220,24,82,60
16164,159240,24,32,22
16165,159240,24,55,62
16166,159240,24,82,60
16167,159240,24,39,3
16168,159260,24,82,60
16169,159260,24,45,9
16170,159280,24,82,60
16171,159280,24,63,15
16172,159280,24,81,52
16173,159280,24,45,9
16174,159300,24,32,22
16175,159300,24,39,3
16176,159300,24,82,60
16177,159300,24,54,70
16178,159320,24,54,70
16179,159320,24,82,60
16180,159320,24,39,3
16181,159320,24,45,9
16182,159340,24,82,60
16183,159340,24,81,52
16184,159340,24,32,22
16185,159340,24,45,9
16186,159340,24,54,70
16187,159360,24,82,60
16188,159360,24,45,9
16189,159360,24,15,54
16190,159360,24,32,22
16191,159360,24,15,70
16192,159380,24,54,70
16193,159380,24,55,62
16194,159380,24,39,3
16195,159380,24,15,70
16196,159380,24,15,54
16197,159380,24,32,22
16198,159380,24,82,60
16199,159400,24,78,38
16200,159400,24,32,22
16201,159400,24,54,70
16202,159400,24,15,70
16203,159400,24,12,52
16204,159400,24,15,54
16205,159400,24,39,3
16206,159400,24,82,60
16207,159420,24,45,9
16208,159420,24,39,3
16209,159420,24,32,22
16210,159420,24,82,60
16211,159440,24,82,60
16212,159440,24,45,9
16213,159440,24,39,3
16214,159460,24,82,60
16215,159460,24,39,3
16216,159460,24,45,9
16217,159460,24,57,2
16218,159460,24,78,38
16219,159480,24,78,38
16220,159480,24,39,3
16221,159480,24,32,22
16222,159480,24,45,9
16223,159500,24,39,3
16224,159500,24,32,22
16225,159500,24,78,38
16226,159520,24,49,9
16227,159520,24,32,22
16228,159520,24,45,9
16229,159540,24,32,22
16230,159540,24,49,9
16231,159540,24,39,59
16232,159540,24,54,70
16233,159540,24,18,59
16234,159540,24,82,60
16235,159540,24,39,18
16236,159560,24,18,59
16237,159560,24,32,22
16238,159560,24,82,60
16239,159560,24,54,70
16240,159560,24,39,59
16241,159560,24,49,9
16242,159560,24,39,18
16243,159580,24,39,59
16244,159580,24,82,60
16245,159580,24,54,70
16246,159580,24,32,22
16247,159600,24,82,60
16248,159600,24,32,22
16249,159620,24,32,22
16250,159620,24,78,38
16251,159620,24,82,60
16252,159640,24,57,2
16253,159640,24,82,60
16254,159640,24,32,22
16255,159640,24,54,70
16256,159660,24,54,70
16257,159660,24,32,22
16258,159660,24,55,62
16259,159660,24,82,60
16260,159680,24,39,59
16261,159680,24,82,60
16262,159680,24,55,62
16263,159700,24,32,22
16264,159700,24,82,60
16265,159700,24,54,70
16266,159720,24,82,60
16267,159740,24,82,60
16268,159760,24,32,22
16269,159760,24,82,60
16270,159780,24,81,52
16271,159780,24,32,22
16272,159780,24,57,42
16273,159780,24,2,42
16274,159780,24,82,60
16275,159780,24,39,59
16276,159780,24,49,9
16277,159800,24,2,42
16278,159800,24,81,52
16279,159800,24,49,9
16280,159800,24,32,22
16281,159800,24,82,60
16282,159800,24,57,42
16283,159820,24,12,81
16284,159820,24,81,52
16285,159820,24,49,9
16286,159820,24,82,60
16287,159820,24,32,22
16288,159820,24,57,42
16289,159820,24,2,42
16290,159840,24,32,22
16291,159840,24,49,9
16292,159840,24,82,60
16293,159840,24,57,2
16294,159860,24,32,22
16295,159860,24,49,9
16296,159860,24,57,2
16297,159880,24,49,9
16298,159880,24,57,2
16299,159900,24,57,2
16300,159900,24,49,9
16301,159920,24,49,9
16302,159920,24,57,2
16303,159960,24,15,70
16304,159960,24,32,22
16305,159980,24,15,70
16306,160000,24,15,70
16307,160020,24,15,70
16308,160040,24,15,54
16309,160040,24,15,70
16310,160080,24,15,70
16311,160080,24,78,38
16312,160120,24,15,70
16313,160120,24,32,22
16314,160160,24,15,70
16315,160180,24,26,21
16316,160180,24,15,70
16317,160180,24,49,45
16318,160200,24,32,22
16319,160200,24,78,38
16320,160200,24,49,45
16321,160200,24,26,21
16322,160220,24,15,70
16323,160220,24,32,22
16324,160220,24,26,21
16325,160220,24,49,45
16326,160240,24,49,45
16327,160240,24,26,21
16328,160240,24,15,70
16329,160260,24,15,70
16330,160260,24,49,45
16331,160260,24,12,81
16332,160280,24,49,45
16333,160280,24,32,22
16334,160280,24,15,70
16335,160280,24,34,14
16336,160280,24,78,38
16337,160300,24,34,14
16338,160300,24,32,22
16339,160300,24,12,81
16340,160300,24,49,45
16341,160300,24,54,70
16342,160320,24,32,22
16343,160320,24,49,45
16344,160320,24,54,70
16345,160320,24,55,62
16346,160320,24,46,26
16347,160320,24,34,14
16348,160320,24,12,81
16349,160340,24,15,70
16350,160340,24,32,22
16351,160340,24,34,14
16352,160340,24,12,81
16353,160340,24,49,45
16354,160360,24,46,26
16355,160360,24,34,14
16356,160360,24,54,70
16357,160360,24,15,70
16358,160360,24,32,22
16359,160360,24,49,45
16360,160360,24,12,81
16361,160380,24,49,45
16362,160380,24,61,76
16363,160380,24,34,14
16364,160380,24,15,70
16365,160380,24,59,3
16366,160400,24,34,14
16367,160400,24,49,45
16368,160400,24,54,70
16369,160420,24,54,70
16370,160420,24,34,14
16371,160420,24,46,26
16372,160440,24,32,22
16373,160440,24,54,70
16374,160440,24,46,26
16375,160460,24,46,26
16376,160460,24,49,45
16377,160480,24,34,14
16378,160480,24,46,26
16379,160500,24,46,26
16380,160500,24,32,22
16381,160520,24,34,14
16382,160520,24,15,54
16383,160540,24,54,70
16384,160540,24,15,70
16385,160540,24,15,54
16386,160540,24,32,22
16387,160560,24,32,22
16388,160560,24,18,59
16389,160560,24,54,70
16390,160560,24,15,70
16391,160580,24,54,70
16392,160580,24,32,22
16393,160580,24,15,70
16394,160580,24,49,45
16395,160600,24,55,62
16396,160600,24,54,70
16397,160600,24,32,22
16398,160600,24,15,70
16399,160620,24,15,70
16400,160620,24,54,70
16401,160620,24,55,62
16402,160620,24,32,22
16403,160640,24,54,70
16404,160640,24,32,22
16405,160640,24,55,62
16406,160640,24,15,70
16407,160640,24,26,21
16408,160660,24,15,54
16409,160660,24,54,70
16410,160660,24,26,21
16411,160660,24,55,62
16412,160680,24,26,21
16413,160680,24,54,70
16414,160680,24,32,22
16415,160680,24,15,54
16416,160680,24,46,26
16417,160680,24,15,70
16418,160700,24,54,70
16419,160700,24,46,26
16420,160700,24,32,22
16421,160720,24,46,26
16422,160720,24,55,62
16423,160740,24,55,62
16424,160760,24,16,42
16425,160780,24,16,42
16426,160820,24,54,70
16427,160840,24,15,54
16428,160840,24,15,70
16429,160860,24,32,22
16430,160880,24,39,29
16431,160880,24,32,22
16432,160880,24,63,29
16433,160880,24,61,76
16434,160900,24,63,29
16435,160900,24,32,22
16436,160920,24,15,70
16437,160940,24,32,22
16438,160940,24,15,70
16439,160960,24,15,70
16440,160980,24,15,70
16441,160980,24,26,21
16442,161000,24,32,22
16443,161000,24,26,21
16444,161000,24,34,14
16445,161020,24,32,22
16446,161040,24,32,22
16447,161060,24,78,38
16448,161060,24,32,22
16449,161080,24,32,22
16450,161100,24,32,22
16451,161120,24,26,21
16452,161120,24,32,22
16453,161140,24,63,15
16454,161140,24,26,21
16455,161180,24,32,22
16456,161200,24,46,21
16457,161200,24,26,21
16458,161220,24,26,21
16459,161220,24,32,22
16460,161280,24,78,38
16461,161340,24,32,22
16462,161380,24,15,54
16463,161380,24,32,22
16464,161400,24,15,54
16465,161400,24,32,22
16466,161420,24,15,54
16467,161440,24,32,22
16468,161440,24,12,52
16469,161460,24,12,81
16470,161460,24,32,22
16471,161520,24,78,38
16472,161520,24,32,22
16473,161540,24,32,22
16474,161560,24,32,22
16475,161580,24,32,22
16476,161600,24,32,22
16477,161620,24,32,22
16478,161640,24,12,81
16479,161660,24,12,81
16480,161680,24,12,81
16481,161680,24,32,22
16482,161700,24,32,22
16483,161700,24,12,81
16484,161700,24,78,38
16485,161720,24,12,81
16486,161740,24,12,81
16487,161740,24,32,22
16488,161760,24,63,15
16489,161760,24,32,22
16490,161760,24,12,81
16491,161760,24,78,38
16492,161780,24,32,22
16493,161780,24,12,81
16494,161780,24,12,52
16495,161800,24,12,52
16496,161800,24,32,22
16497,161820,24,32,22
16498,161820,24,12,52
16499,161840,24,32,22
16500,161840,24,78,38
16501,161900,24,12,81
16502,161920,24,32,22
16503,161960,24,32,22
16504,161980,24,32,22
16505,161980,24,78,38
16506,162000,24,32,22
16507,162000,24,16,69
16508,162020,24,78,38
16509,162020,24,34,14
16510,162040,24,78,38
16511,162040,24,12,52
16512,162040,24,15,54
16513,162060,24,12,52
16514,162060,24,15,54
16515,162060,24,78,38
16516,162080,24,12,52
16517,162080,24,78,38
16518,162100,24,12,81
16519,162100,24,78,38
16520,162100,24,12,52
16521,162120,24,12,81
16522,162120,24,78,38
16523,162120,24,12,52
16524,162120,24,32,22
16525,162140,24,66,52
16526,162140,24,32,22
16527,162140,24,12,52
16528,162140,24,34,14
16529,162140,24,12,81
16530,162160,24,78,38
16531,162160,24,34,14
16532,162160,24,32,22
16533,162180,24,32,22
16534,162200,24,12,52
16535,162200,24,57,2
16536,162200,24,32,22
16537,162220,24,12,52
16538,162220,24,32,22
16539,162240,24,15,54
16540,162240,24,32,22
16541,162260,24,69,47
16542,162260,24,12,52
16543,162260,24,32,22
16544,162280,24,49,45
16545,162280,24,15,54
16546,162280,24,57,2
16547,162280,24,69,47
16548,162280,24,32,22
16549,162300,24,15,54
16550,162300,24,32,22
16551,162320,24,12,52
16552,162320,24,32,22
16553,162340,24,12,52
16554,162340,24,69,47
16555,162340,24,57,2
16556,162340,24,32,22
16557,162340,24,26,21
16558,162360,24,12,52
16559,162360,24,32,22
16560,162360,24,26,21
16561,162360,24,15,54
16562,162380,24,15,54
16563,162380,24,63,48
16564,162380,24,57,2
16565,162380,24,32,22
16566,162400,24,69,47
16567,162400,24,12,52
16568,162400,24,15,54
16569,162420,24,26,21
16570,162440,24,26,21
16571,162460,24,78,38
16572,162480,24,26,21
16573,162480,24,78,38
16574,162500,24,32,22
16575,162500,24,78,38
16576,162520,24,26,21
16577,162520,24,63,15
16578,162520,24,78,38
16579,162520,24,32,22
16580,162540,24,63,54
16581,162540,24,32,22
16582,162540,24,78,38
16583,162540,24,18,3
16584,162560,24,32,22
16585,162560,24,78,38
16586,162560,24,34,14
16587,162560,24,63,54
16588,162580,24,78,38
16589,162580,24,34,14
16590,162600,24,78,38
16591,162600,24,63,54
16592,162600,24,15,54
16593,162620,24,12,52
16594,162620,24,49,45
16595,162620,24,78,38
16596,162620,24,15,54
16597,162620,24,63,15
16598,162640,24,78,38
16599,162640,24,32,22
16600,162640,24,63,15
16601,162660,24,78,38
16602,162660,24,63,15
16603,162660,24,18,3
16604,162660,24,49,45
16605,162660,24,32,22
16606,162660,24,34,14
16607,162680,24,34,14
16608,162680,24,32,22
16609,162680,24,63,15
16610,162700,24,18,3
16611,162700,24,63,70
16612,162720,24,63,70
16613,162720,24,69,47
16614,162720,24,63,15
16615,162720,24,32,22
16616,162740,24,32,22
16617,162740,24,63,15
16618,162760,24,63,15
16619,162760,24,78,38
16620,162760,24,54,70
16621,162760,24,32,22
16622,162780,24,32,22
16623,162780,24,63,15
16624,162800,24,32,22
16625,162820,24,32,22
16626,162820,24,34,14
16627,162860,24,34,14
16628,162860,24,78,38
16629,162880,24,18,3
16630,162880,24,26,21
16631,162880,24,32,22
16632,162880,24,78,38
16633,162900,24,18,3
16634,162900,24,78,38
16635,162920,24,16,42
16636,162920,24,26,21
16637,162940,24,16,42
16638,162960,24,78,38
16639,162960,24,16,42
16640,162960,24,49,45
16641,162980,24,16,42
16642,162980,24,26,21
16643,162980,24,49,45
16644,162980,24,78,38
16645,163000,24,78,38
16646,163000,24,32,22
16647,163000,24,26,21
16648,163000,24,49,45
16649,163020,24,34,14
16650,163020,24,32,22
16651,163020,24,78,38
16652,163040,24,34,14
16653,163040,24,32,22
16654,163060,24,16,42
16655,163060,24,32,22
16656,163080,24,32,22
16657,163100,24,32,22
16658,163120,24,32,22
16659,163140,24,59,3
16660,163140,24,32,22
16661,163160,24,32,22
16662,163160,24,78,38
16663,163160,24,59,3
16664,163180,24,32,22
16665,163200,24,32,22
16666,163220,24,32,22
16667,163220,24,34,14
16668,163240,24,34,14
16669,163240,24,32,22
16670,163240,24,12,52
16671,163260,24,34,14
16672,163260,24,16,42
16673,163280,24,49,45
16674,163280,24,34,14
16675,163280,24,16,42
16676,163280,24,78,38
16677,163300,24,49,45
16678,163300,24,16,42
16679,163320,24,16,42
16680,163320,24,49,45
16681,163320,24,34,14
16682,163320,24,32,22
16683,163340,24,34,14
16684,163340,24,32,22
16685,163360,24,49,45
16686,163360,24,16,42
16687,163380,24,49,45
16688,163380,24,16,42
16689,163380,24,32,22
16690,163380,24,34,14
16691,163400,24,32,22
16692,163420,24,32,22
16693,163440,24,32,22
16694,163460,24,32,22
16695,163500,24,78,38
16696,163500,24,49,45
16697,163520,24,49,45
16698,163540,24,49,45
16699,163560,24,34,14
16700,163580,24,32,22
16701,163600,24,78,38
16702,163600,24,32,22
16703,163680,24,32,22
16704,163680,24,49,45
16705,163680,24,78,38
16706,163700,24,32,22
16707,163700,24,34,14
16708,163700,24,78,38
16709,163700,24,49,45
16710,163700,24,26,21
16711,163720,24,49,45
16712,163720,24,34,14
16713,163720,24,32,22
16714,163740,24,34,14
16715,163800,24,49,45
16716,163800,24,34,14
16717,163800,24,54,70
16718,163820,24,49,45
16719,163820,24,54,70
16720,163840,24,54,70
16721,163860,24,54,70
16722,163880,24,54,70
16723,163900,24,49,45
16724,163900,24,54,70
16725,163920,24,54,70
16726,163920,24,16,42
16727,163920,24,32,22
16728,163920,24,49,45
16729,163940,24,49,45
16730,163940,24,54,70
16731,163940,24,16,42
16732,163940,24,78,38
16733,163960,24,54,70
16734,163960,24,78,38
16735,163980,24,54,70
16736,164000,24,16,42
16737,164000,24,26,21
16738,164000,24,54,70
16739,164020,24,26,21
16740,164020,24,54,70
16741,164020,24,78,38
16742,164040,24,54,70
16743,164040,24,49,45
16744,164040,24,26,21
16745,164060,24,49,45
16746,164060,24,54,70
16747,164080,24,26,21
16748,164080,24,54,70
16749,164080,24,16,42
16750,164080,24,49,45
16751,164100,24,49,45
16752,164100,24,78,38
16753,164100,24,54,70
16754,164100,24,34,14
16755,164120,24,32,22
16756,164120,24,78,38
16757,164120,24,49,45
16758,164120,24,34,14
16759,164140,24,49,45
16760,164140,24,57,2
16761,164140,24,54,70
16762,164140,24,78,38
16763,164160,24,49,45
16764,164160,24,34,14
16765,164160,24,54,70
16766,164180,24,49,45
16767,164180,24,26,21
16768,164180,24,78,38
16769,164180,24,57,2
16770,164200,24,49,45
16771,164200,24,26,21
16772,164200,24,57,2
16773,164220,24,49,45
16774,164220,24,26,21
16775,164220,24,34,14
16776,164240,24,54,70
16777,164240,24,49,45
16778,164260,24,49,45
16779,164280,24,59,3
16780,164280,24,49,45
16781,164280,24,54,70
16782,164300,24,34,14
16783,164300,24,59,3
16784,164300,24,16,42
16785,164320,24,12,52
16786,164320,24,16,42
16787,164320,24,57,2
16788,164320,24,32,22
16789,164340,24,16,42
16790,164340,24,57,2
16791,164340,24,32,22
16792,164360,24,57,2
16793,164360,24,16,42
16794,164380,24,16,42
16795,164380,24,57,2
16796,164400,24,16,42
16797,164400,24,57,2
16798,164420,24,16,42
16799,164440,24,17,31
16800,164460,24,16,42
16801,164460,24,32,22
16802,164460,24,17,31
16803,164480,24,17,31
16804,164540,24,54,48
16805,164540,24,48,70
16806,164560,24,48,70
16807,164580,24,69,47
16808,164580,24,12,52
16809,164600,24,54,70
16810,164600,24,15,70
16811,164600,24,15,54
16812,164600,24,34,14
16813,164600,24,69,47
16814,164620,24,15,70
16815,164620,24,34,14
16816,164620,24,26,21
16817,164620,24,69,47
16818,164640,24,34,14
16819,164640,24,26,21
16820,164640,24,69,47
16821,164640,24,12,52
16822,164660,24,69,47
16823,164660,24,34,14
16824,164680,24,34,14
16825,164680,24,69,47
16826,164700,24,34,14
16827,164700,24,26,21
16828,164700,24,69,47
16829,164720,24,34,14
16830,164740,24,34,14
16831,164760,24,34,14
16832,164780,24,12,52
16833,164780,24,34,14
16834,164800,24,34,14
16835,164800,24,32,22
16836,164800,24,12,52
16837,164800,24,15,48
16838,164820,24,12,52
16839,164820,24,4,84
16840,164840,24,12,52
16841,164860,24,12,52
16842,164880,24,12,52
16843,164880,24,57,2
16844,164900,24,12,52
16845,164900,24,57,2
16846,164920,24,57,2
16847,164920,24,12,52
16848,164940,24,57,68
16849,164940,24,16,42
16850,164940,24,57,2
16851,164960,24,32,22
16852,164960,24,12,52
16853,164980,24,12,52
16854,165080,24,57,2
16855,165120,24,32,22
16856,165140,24,39,1
16857,165160,24,15,70
16858,165180,24,12,52
16859,165200,24,12,52
16860,165200,24,54,70
16861,165200,24,57,68
16862,165220,24,12,52
16863,165220,24,54,70
16864,165240,24,12,52
16865,165260,24,39,59
16866,165280,24,32,22
16867,165280,24,54,70
16868,165280,24,12,52
16869,165300,24,57,68
16870,165300,24,32,22
16871,165300,24,54,70
